open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,open_datetime_utc,close_datetime_utc
1754499600000,115132.49000000,115514.28000000,115024.00000000,115500.00000000,392.98209000,1754503199999,45317164.85923400,67420,222.23336000,25625828.25663800,0,2025-08-06T17:00:00.000Z,2025-08-06T17:59:59.999Z
1754503200000,115500.00000000,115716.00000000,115301.27000000,115423.22000000,479.34282000,1754506799999,55381935.22743780,77268,231.82803000,26788077.68644020,0,2025-08-06T18:00:00.000Z,2025-08-06T18:59:59.999Z
1754506800000,115423.23000000,115525.48000000,115118.80000000,115259.99000000,213.24559000,1754510399999,24591331.32252580,51694,80.68386000,9305779.73370910,0,2025-08-06T19:00:00.000Z,2025-08-06T19:59:59.999Z
1754510400000,115260.00000000,115260.00000000,114987.68000000,115045.64000000,210.50571000,1754513999999,24233196.09365660,29167,78.07953000,8991050.24417730,0,2025-08-06T20:00:00.000Z,2025-08-06T20:59:59.999Z
1754514000000,115045.65000000,115221.14000000,114793.01000000,115048.78000000,185.66057000,1754517599999,21363539.07198690,45128,87.62903000,10083503.57853120,0,2025-08-06T21:00:00.000Z,2025-08-06T21:59:59.999Z
1754517600000,115048.77000000,115210.95000000,115039.14000000,115106.67000000,165.26512000,1754521199999,19025770.49965190,46829,71.65364000,8248914.60861100,0,2025-08-06T22:00:00.000Z,2025-08-06T22:59:59.999Z
1754521200000,115106.66000000,115122.34000000,114963.20000000,114992.27000000,183.21657000,1754524799999,21070718.19150620,33149,88.60739000,10189756.03752260,0,2025-08-06T23:00:00.000Z,2025-08-06T23:59:59.999Z
1754524800000,114992.27000000,115015.82000000,114856.15000000,114890.65000000,163.37387000,1754528399999,18775575.95305830,34363,77.45153000,8900578.90570970,0,2025-08-07T00:00:00.000Z,2025-08-07T00:59:59.999Z
1754528400000,114890.66000000,115185.58000000,114580.53000000,114763.46000000,404.60721000,1754531999999,46479585.53718310,61486,250.70820000,28797953.46499690,0,2025-08-07T01:00:00.000Z,2025-08-07T01:59:59.999Z
1754532000000,114763.47000000,114859.00000000,114404.22000000,114565.28000000,452.19409000,1754535599999,51854554.93835650,69026,154.83843000,17753628.11079750,0,2025-08-07T02:00:00.000Z,2025-08-07T02:59:59.999Z
1754535600000,114564.76000000,114624.30000000,114404.70000000,114546.03000000,172.73916000,1754539199999,19783846.96198260,33237,93.15747000,10669286.46912090,0,2025-08-07T03:00:00.000Z,2025-08-07T03:59:59.999Z
1754539200000,114546.03000000,114648.00000000,114259.00000000,114349.58000000,270.06529000,1754542799999,30913785.91426140,45915,116.73606000,13366039.61740230,0,2025-08-07T04:00:00.000Z,2025-08-07T04:59:59.999Z
1754542800000,114349.58000000,114568.74000000,114278.02000000,114568.73000000,404.27424000,1754546399999,46265367.01694580,52835,193.49464000,22148172.53539010,0,2025-08-07T05:00:00.000Z,2025-08-07T05:59:59.999Z
1754546400000,114568.74000000,114784.00000000,114511.96000000,114650.01000000,387.25216000,1754549999999,44389403.66269640,65453,208.01606000,23843853.83019090,0,2025-08-07T06:00:00.000Z,2025-08-07T06:59:59.999Z
1754550000000,114650.01000000,114876.79000000,114640.03000000,114787.99000000,229.36946000,1754553599999,26327417.57890800,45151,123.98298000,14229746.73246370,0,2025-08-07T07:00:00.000Z,2025-08-07T07:59:59.999Z
1754553600000,114787.99000000,115179.99000000,114787.98000000,114948.74000000,302.62190000,1754557199999,34798944.42866540,59415,196.90321000,22639614.83745050,0,2025-08-07T08:00:00.000Z,2025-08-07T08:59:59.999Z
1754557200000,114948.74000000,115077.37000000,114844.78000000,115062.19000000,216.94309000,1754560799999,24941637.56377190,55892,116.62950000,13408745.56234900,0,2025-08-07T09:00:00.000Z,2025-08-07T09:59:59.999Z
1754560800000,115062.19000000,116430.01000000,115038.06000000,116347.22000000,1912.68886000,1754564399999,221625160.79992930,247418,1187.28789000,137568462.76905690,0,2025-08-07T10:00:00.000Z,2025-08-07T10:59:59.999Z
1754564400000,116347.23000000,116828.93000000,116347.23000000,116519.53000000,1265.85500000,1754567999999,147617845.49716080,129979,671.30184000,78288747.49480740,0,2025-08-07T11:00:00.000Z,2025-08-07T11:59:59.999Z
1754568000000,116519.54000000,116588.02000000,116035.84000000,116390.00000000,797.06170000,1754571599999,92735232.07347760,105918,311.95615000,36294472.65245730,0,2025-08-07T12:00:00.000Z,2025-08-07T12:59:59.999Z
1754571600000,116390.01000000,116741.05000000,116200.00000000,116640.00000000,668.99023000,1754575199999,77929083.53993360,144486,367.39645000,42796472.65121640,0,2025-08-07T13:00:00.000Z,2025-08-07T13:59:59.999Z
1754575200000,116640.01000000,116680.00000000,116204.32000000,116363.16000000,793.48345000,1754578799999,92376762.83029640,177100,458.02244000,53323348.52439300,0,2025-08-07T14:00:00.000Z,2025-08-07T14:59:59.999Z
1754578800000,116363.16000000,116791.11000000,116240.00000000,116689.81000000,487.19639000,1754582399999,56791035.84712090,118599,255.43615000,29777447.93870460,0,2025-08-07T15:00:00.000Z,2025-08-07T15:59:59.999Z
1754582400000,116689.80000000,116748.66000000,115632.31000000,116259.24000000,767.87711000,1754585999999,89343872.98088440,174590,354.11211000,41205481.13690640,0,2025-08-07T16:00:00.000Z,2025-08-07T16:59:59.999Z
1754586000000,116259.24000000,116560.00000000,116120.00000000,116511.54000000,505.06396000,1754589599999,58774794.80017430,145341,230.66528000,26844226.93553250,0,2025-08-07T17:00:00.000Z,2025-08-07T17:59:59.999Z
1754589600000,116511.55000000,116573.36000000,116123.72000000,116561.05000000,422.06821000,1754593199999,49100749.74662860,88336,163.01688000,18965636.38214780,0,2025-08-07T18:00:00.000Z,2025-08-07T18:59:59.999Z
1754593200000,116561.05000000,117520.00000000,116488.00000000,117461.98000000,1040.61628000,1754596799999,121885666.21089110,149775,607.40648000,71141549.52094500,0,2025-08-07T19:00:00.000Z,2025-08-07T19:59:59.999Z
1754596800000,117461.99000000,117496.05000000,117140.32000000,117182.19000000,510.82309000,1754600399999,59940895.63983880,88908,217.42510000,25511126.01645470,0,2025-08-07T20:00:00.000Z,2025-08-07T20:59:59.999Z
1754600400000,117182.19000000,117354.21000000,117012.00000000,117105.78000000,337.78727000,1754603999999,39591066.20813540,68034,153.89915000,18035918.85766440,0,2025-08-07T21:00:00.000Z,2025-08-07T21:59:59.999Z
1754604000000,117105.77000000,117621.00000000,117079.39000000,117554.23000000,676.81999000,1754607599999,79480280.70669910,107655,387.47868000,45498111.04629760,0,2025-08-07T22:00:00.000Z,2025-08-07T22:59:59.999Z
1754607600000,117554.23000000,117579.98000000,117292.88000000,117472.01000000,278.79062000,1754611199999,32731731.39992730,45759,111.41485000,13080248.45217650,0,2025-08-07T23:00:00.000Z,2025-08-07T23:59:59.999Z
1754611200000,117472.02000000,117630.00000000,116870.21000000,117264.12000000,806.35514000,1754614799999,94572802.41445200,181457,345.42799000,40515104.78151650,0,2025-08-08T00:00:00.000Z,2025-08-08T00:59:59.999Z
1754614800000,117264.11000000,117264.12000000,116786.43000000,116888.02000000,659.33735000,1754618399999,77096404.77692140,181398,285.89050000,33430166.36828450,0,2025-08-08T01:00:00.000Z,2025-08-08T01:59:59.999Z
1754618400000,116888.01000000,116923.21000000,116694.28000000,116700.00000000,320.47308000,1754621999999,37433164.06651920,72762,110.69737000,12930427.42942190,0,2025-08-08T02:00:00.000Z,2025-08-08T02:59:59.999Z
1754622000000,116700.00000000,116980.00000000,116699.60000000,116737.35000000,607.75417000,1754625599999,70992201.96088230,76008,285.16428000,33306946.40262760,0,2025-08-08T03:00:00.000Z,2025-08-08T03:59:59.999Z
1754625600000,116737.34000000,116869.49000000,116666.00000000,116750.01000000,325.84463000,1754629199999,38047849.94148230,53080,142.67408000,16660202.04417680,0,2025-08-08T04:00:00.000Z,2025-08-08T04:59:59.999Z
1754629200000,116750.01000000,116750.01000000,116505.00000000,116530.63000000,346.36157000,1754632799999,40391033.31765290,39697,134.38565000,15671599.99506840,0,2025-08-08T05:00:00.000Z,2025-08-08T05:59:59.999Z
1754632800000,116530.64000000,116763.44000000,116401.00000000,116740.01000000,336.48270000,1754636399999,39220625.81663070,58016,196.70648000,22926489.14066400,0,2025-08-08T06:00:00.000Z,2025-08-08T06:59:59.999Z
1754636400000,116740.01000000,116973.30000000,116557.54000000,116817.19000000,447.58601000,1754639999999,52291349.12772810,73608,177.81525000,20774001.15172590,0,2025-08-08T07:00:00.000Z,2025-08-08T07:59:59.999Z
1754640000000,116817.20000000,116914.60000000,116449.51000000,116620.63000000,335.47963000,1754643599999,39129728.18795620,91363,162.07166000,18903922.47901700,0,2025-08-08T08:00:00.000Z,2025-08-08T08:59:59.999Z
1754643600000,116620.63000000,116726.88000000,116481.44000000,116685.17000000,231.14843000,1754647199999,26949275.32779420,68868,110.65177000,12900203.45538120,0,2025-08-08T09:00:00.000Z,2025-08-08T09:59:59.999Z
1754647200000,116685.17000000,116714.46000000,116317.08000000,116544.39000000,331.86082000,1754650799999,38661989.31360610,57522,127.28679000,14830579.64558290,0,2025-08-08T10:00:00.000Z,2025-08-08T10:59:59.999Z
1754650800000,116544.39000000,116899.78000000,116544.39000000,116891.51000000,210.49123000,1754654399999,24578119.29459960,51039,100.06226000,11682838.26969840,0,2025-08-08T11:00:00.000Z,2025-08-08T11:59:59.999Z
1754654400000,116891.51000000,116891.52000000,116492.45000000,116500.48000000,293.02279000,1754657999999,34175234.54748140,69620,138.47847000,16149724.83907670,0,2025-08-08T12:00:00.000Z,2025-08-08T12:59:59.999Z
1754658000000,116500.49000000,116945.63000000,116499.43000000,116917.97000000,612.94206000,1754661599999,71566675.91095960,139835,285.03622000,33276185.30393660,0,2025-08-08T13:00:00.000Z,2025-08-08T13:59:59.999Z
1754661600000,116917.98000000,117271.73000000,116381.32000000,116491.53000000,725.75392000,1754665199999,84742433.85171260,202061,351.77025000,41087810.26154100,0,2025-08-08T14:00:00.000Z,2025-08-08T14:59:59.999Z
1754665200000,116491.53000000,116538.94000000,115878.71000000,116207.69000000,909.09971000,1754668799999,105622496.59670110,132693,390.44382000,45350814.11372760,0,2025-08-08T15:00:00.000Z,2025-08-08T15:59:59.999Z
1754668800000,116207.70000000,116364.82000000,116006.14000000,116193.63000000,344.02759000,1754672399999,39968432.01125410,95928,193.32069000,22461218.82892500,0,2025-08-08T16:00:00.000Z,2025-08-08T16:59:59.999Z
1754672400000,116193.63000000,116708.86000000,116161.11000000,116708.86000000,450.81243000,1754675999999,52493516.98506000,94628,257.88722000,30033538.28820920,0,2025-08-08T17:00:00.000Z,2025-08-08T17:59:59.999Z
1754676000000,116708.86000000,116900.00000000,116336.00000000,116497.99000000,571.66690000,1754679599999,66677881.80383270,123321,300.02273000,34995161.71069040,0,2025-08-08T18:00:00.000Z,2025-08-08T18:59:59.999Z
1754679600000,116497.99000000,116716.26000000,116337.91000000,116453.41000000,324.29021000,1754683199999,37782106.66142730,80545,146.71032000,17093150.55439770,0,2025-08-08T19:00:00.000Z,2025-08-08T19:59:59.999Z
1754683200000,116453.41000000,116900.00000000,116319.06000000,116888.52000000,248.65741000,1754686799999,29007134.94076040,54261,118.63626000,13841026.98574840,0,2025-08-08T20:00:00.000Z,2025-08-08T20:59:59.999Z
1754686800000,116888.52000000,116979.95000000,116755.53000000,116931.44000000,257.90138000,1754690399999,30140539.89756080,37174,112.95936000,13202941.19379940,0,2025-08-08T21:00:00.000Z,2025-08-08T21:59:59.999Z
1754690400000,116931.43000000,116980.00000000,116752.05000000,116888.90000000,210.40070000,1754693999999,24592164.66953740,37396,61.30512000,7165750.81088340,0,2025-08-08T22:00:00.000Z,2025-08-08T22:59:59.999Z
1754694000000,116888.90000000,116917.74000000,116657.26000000,116674.74000000,137.56292000,1754697599999,16066617.30174230,23024,49.50120000,5780794.41464970,0,2025-08-08T23:00:00.000Z,2025-08-08T23:59:59.999Z
1754697600000,116674.74000000,116750.00000000,116577.72000000,116586.00000000,153.62100000,1754701199999,17923324.49440800,38868,68.40137000,7980368.58620380,0,2025-08-09T00:00:00.000Z,2025-08-09T00:59:59.999Z
1754701200000,116586.00000000,116650.01000000,116521.38000000,116563.26000000,163.11531000,1754704799999,19018435.52193330,30492,71.90591000,8384257.09520940,0,2025-08-09T01:00:00.000Z,2025-08-09T01:59:59.999Z
1754704800000,116563.26000000,116563.26000000,116400.00000000,116404.00000000,173.10957000,1754708399999,20161007.44620110,30799,70.61550000,8224618.39443190,0,2025-08-09T02:00:00.000Z,2025-08-09T02:59:59.999Z
1754708400000,116404.00000000,116482.28000000,116299.13000000,116384.01000000,482.04648000,1754711999999,56100665.50475300,35272,152.82097000,17784202.28878100,0,2025-08-09T03:00:00.000Z,2025-08-09T03:59:59.999Z
1754712000000,116384.01000000,116675.99000000,116339.45000000,116434.76000000,377.42502000,1754715599999,43966055.26671560,50784,149.05692000,17363174.30895050,0,2025-08-09T04:00:00.000Z,2025-08-09T04:59:59.999Z
1754715600000,116434.77000000,116980.00000000,116418.00000000,116739.23000000,1012.58137000,1754719199999,118239851.22455010,139381,547.06991000,63881707.90410060,0,2025-08-09T05:00:00.000Z,2025-08-09T05:59:59.999Z
1754719200000,116739.23000000,116756.24000000,116532.77000000,116650.75000000,388.30445000,1754722799999,45293638.53021710,54476,233.29237000,27213904.67979180,0,2025-08-09T06:00:00.000Z,2025-08-09T06:59:59.999Z
1754722800000,116650.75000000,116902.22000000,116633.88000000,116756.01000000,242.70175000,1754726399999,28342350.54416580,33851,134.67346000,15725236.99560510,0,2025-08-09T07:00:00.000Z,2025-08-09T07:59:59.999Z
1754726400000,116756.00000000,117181.00000000,116756.00000000,117106.65000000,373.19101000,1754729999999,43639136.36321990,56599,224.96920000,26309554.82091890,0,2025-08-09T08:00:00.000Z,2025-08-09T08:59:59.999Z
1754730000000,117106.66000000,117510.88000000,117045.54000000,117510.87000000,774.92238000,1754733599999,90923500.59050590,100426,465.24259000,54593904.86920450,0,2025-08-09T09:00:00.000Z,2025-08-09T09:59:59.999Z
1754733600000,117510.88000000,117944.05000000,117382.27000000,117424.16000000,867.64459000,1754737199999,102087814.57137020,128841,442.81581000,52103287.86018630,0,2025-08-09T10:00:00.000Z,2025-08-09T10:59:59.999Z
1754737200000,117424.16000000,117471.73000000,117082.43000000,117110.00000000,337.61342000,1754740799999,39579753.61652190,68602,168.10617000,19708954.81450800,0,2025-08-09T11:00:00.000Z,2025-08-09T11:59:59.999Z
1754740800000,117110.00000000,117238.04000000,117010.00000000,117116.64000000,301.63531000,1754744399999,35329656.84436380,52770,166.74092000,19529523.40819710,0,2025-08-09T12:00:00.000Z,2025-08-09T12:59:59.999Z
1754744400000,117116.65000000,117154.15000000,116878.68000000,116968.32000000,306.03785000,1754747999999,35800568.02612340,63961,150.60237000,17616674.10274010,0,2025-08-09T13:00:00.000Z,2025-08-09T13:59:59.999Z
1754748000000,116968.32000000,117000.00000000,116748.20000000,116972.87000000,357.09924000,1754751599999,41736943.53734240,52198,175.85510000,20556240.18127950,0,2025-08-09T14:00:00.000Z,2025-08-09T14:59:59.999Z
1754751600000,116972.87000000,117132.75000000,116700.01000000,116892.47000000,417.89197000,1754755199999,48851704.04896250,78246,231.95271000,27117846.42356710,0,2025-08-09T15:00:00.000Z,2025-08-09T15:59:59.999Z
1754755200000,116892.48000000,116947.16000000,116642.67000000,116648.51000000,288.56338000,1754758799999,33690564.93265160,46977,155.13145000,18111398.59479880,0,2025-08-09T16:00:00.000Z,2025-08-09T16:59:59.999Z
1754758800000,116648.51000000,116782.46000000,116619.77000000,116670.22000000,252.00135000,1754762399999,29408213.41006890,38093,149.34749000,17428580.16548340,0,2025-08-09T17:00:00.000Z,2025-08-09T17:59:59.999Z
1754762400000,116670.22000000,116720.96000000,116555.02000000,116634.91000000,227.07359000,1754765999999,26488021.53237610,35852,134.28750000,15664410.38024130,0,2025-08-09T18:00:00.000Z,2025-08-09T18:59:59.999Z
1754766000000,116634.91000000,116721.74000000,116500.00000000,116535.69000000,435.14207000,1754769599999,50734245.67825980,46734,209.39499000,24416200.71404900,0,2025-08-09T19:00:00.000Z,2025-08-09T19:59:59.999Z
1754769600000,116535.68000000,117021.16000000,116504.53000000,116778.07000000,562.07841000,1754773199999,65596443.09652950,65506,315.33147000,36802548.30140220,0,2025-08-09T20:00:00.000Z,2025-08-09T20:59:59.999Z
1754773200000,116778.07000000,116794.40000000,116359.89000000,116524.09000000,452.45503000,1754776799999,52726044.76590730,59458,181.10016000,21103443.17940430,0,2025-08-09T21:00:00.000Z,2025-08-09T21:59:59.999Z
1754776800000,116524.09000000,116742.28000000,116500.00000000,116541.63000000,406.75315000,1754780399999,47429071.43651810,57459,205.47037000,23957942.79760370,0,2025-08-09T22:00:00.000Z,2025-08-09T22:59:59.999Z
1754780400000,116541.62000000,116590.00000000,116436.15000000,116462.25000000,161.12374000,1754783999999,18770590.71870690,25306,65.66945000,7650320.25033630,0,2025-08-09T23:00:00.000Z,2025-08-09T23:59:59.999Z
1754784000000,116462.25000000,116759.08000000,116460.63000000,116749.47000000,289.53628000,1754787599999,33769029.08939790,43206,183.76046000,21434417.26921560,0,2025-08-10T00:00:00.000Z,2025-08-10T00:59:59.999Z
1754787600000,116749.46000000,116776.59000000,116539.99000000,116576.42000000,275.18169000,1754791199999,32099368.58688820,43870,117.95380000,13760043.47410880,0,2025-08-10T01:00:00.000Z,2025-08-10T01:59:59.999Z
1754791200000,116576.42000000,117318.00000000,116576.41000000,117317.99000000,579.74957000,1754794799999,67805383.70266590,81485,353.58550000,41356363.08805750,0,2025-08-10T02:00:00.000Z,2025-08-10T02:59:59.999Z
1754794800000,117317.99000000,118500.00000000,117250.41000000,118500.00000000,2748.21570000,1754798399999,324467533.57900970,302323,1719.90918000,203030659.93675540,0,2025-08-10T03:00:00.000Z,2025-08-10T03:59:59.999Z
1754798400000,118500.00000000,118741.77000000,118380.00000000,118485.45000000,980.85579000,1754801999999,116318257.41852890,127443,494.48620000,58642504.72131260,0,2025-08-10T04:00:00.000Z,2025-08-10T04:59:59.999Z
1754802000000,118485.45000000,118511.00000000,117902.62000000,118045.00000000,566.81947000,1754805599999,66982603.87957720,98463,240.40162000,28414428.03086350,0,2025-08-10T05:00:00.000Z,2025-08-10T05:59:59.999Z
1754805600000,118045.00000000,118161.05000000,117743.44000000,118074.24000000,319.46299000,1754809199999,37686791.18157020,84685,151.26518000,17847724.19877720,0,2025-08-10T06:00:00.000Z,2025-08-10T06:59:59.999Z
1754809200000,118074.24000000,118238.87000000,117466.34000000,117808.30000000,576.94555000,1754812799999,67984579.36510140,120863,261.21939000,30789526.61586180,0,2025-08-10T07:00:00.000Z,2025-08-10T07:59:59.999Z
1754812800000,117808.29000000,118400.00000000,117608.01000000,118308.85000000,375.95884000,1754816399999,44395164.90384360,100474,192.36518000,22715669.20787190,0,2025-08-10T08:00:00.000Z,2025-08-10T08:59:59.999Z
1754816400000,118308.86000000,118441.48000000,118110.64000000,118293.08000000,372.51661000,1754819999999,44069248.04417360,81282,173.40357000,20514388.57355890,0,2025-08-10T09:00:00.000Z,2025-08-10T09:59:59.999Z
1754820000000,118293.09000000,118293.45000000,117998.90000000,118020.00000000,328.37693000,1754823599999,38801628.73507970,83961,168.32405000,19885752.40537230,0,2025-08-10T10:00:00.000Z,2025-08-10T10:59:59.999Z
1754823600000,118020.01000000,118500.00000000,117940.00000000,118330.58000000,429.47265000,1754827199999,50791923.21895330,80402,276.14444000,32654861.72596670,0,2025-08-10T11:00:00.000Z,2025-08-10T11:59:59.999Z
1754827200000,118330.58000000,118737.26000000,118232.00000000,118514.00000000,629.53171000,1754830799999,74631816.31937270,96106,338.75146000,40161051.06694270,0,2025-08-10T12:00:00.000Z,2025-08-10T12:59:59.999Z
1754830800000,118514.00000000,118683.87000000,118370.39000000,118452.00000000,392.64786000,1754834399999,46543454.58879710,94218,180.66579000,21414635.84246490,0,2025-08-10T13:00:00.000Z,2025-08-10T13:59:59.999Z
1754834400000,118451.99000000,118850.00000000,118308.02000000,118779.00000000,740.25126000,1754837999999,87858778.53389020,116927,352.54429000,41839748.57384060,0,2025-08-10T14:00:00.000Z,2025-08-10T14:59:59.999Z
1754838000000,118778.99000000,119113.94000000,118568.07000000,118815.00000000,1046.79677000,1754841599999,124389105.94433830,130694,640.44677000,76108541.94456200,0,2025-08-10T15:00:00.000Z,2025-08-10T15:59:59.999Z
1754841600000,118815.00000000,118944.24000000,118623.14000000,118671.74000000,402.88128000,1754845199999,47844784.23403600,80929,180.27453000,21409501.90775380,0,2025-08-10T16:00:00.000Z,2025-08-10T16:59:59.999Z
1754845200000,118671.75000000,118693.02000000,118453.48000000,118520.32000000,230.15923000,1754848799999,27286581.05702610,54215,117.62240000,13943117.32955360,0,2025-08-10T17:00:00.000Z,2025-08-10T17:59:59.999Z
1754848800000,118520.33000000,118611.91000000,118433.80000000,118554.01000000,143.03169000,1754852399999,16952057.33796500,34585,76.40928000,9056676.41093880,0,2025-08-10T18:00:00.000Z,2025-08-10T18:59:59.999Z
1754852400000,118554.01000000,118714.28000000,118462.29000000,118663.08000000,219.78592000,1754855999999,26070329.62089060,43961,134.65007000,15972647.16474390,0,2025-08-10T19:00:00.000Z,2025-08-10T19:59:59.999Z
1754856000000,118663.09000000,118765.71000000,118074.99000000,118323.16000000,759.54759000,1754859599999,89946049.75994200,124410,462.66575000,54793936.83610890,0,2025-08-10T20:00:00.000Z,2025-08-10T20:59:59.999Z
1754859600000,118323.00000000,118716.91000000,118092.00000000,118716.90000000,598.54997000,1754863199999,70815183.13700780,107720,393.16017000,46516152.68910790,0,2025-08-10T21:00:00.000Z,2025-08-10T21:59:59.999Z
1754863200000,118716.90000000,119084.93000000,118615.44000000,119084.92000000,563.51750000,1754866799999,66987979.73931100,96494,336.28473000,39979364.52939290,0,2025-08-10T22:00:00.000Z,2025-08-10T22:59:59.999Z
1754866800000,119084.93000000,119311.11000000,118861.16000000,119294.01000000,752.97788000,1754870399999,89701115.89450440,88349,477.14132000,56840760.17818980,0,2025-08-10T23:00:00.000Z,2025-08-10T23:59:59.999Z
1754870400000,119294.27000000,119500.00000000,119104.17000000,119126.35000000,785.72983000,1754873999999,93718497.40988940,146615,449.15060000,53571406.28646820,0,2025-08-11T00:00:00.000Z,2025-08-11T00:59:59.999Z
1754874000000,119126.35000000,119999.00000000,118972.59000000,119988.00000000,1217.33398000,1754877599999,145541606.91442700,181607,722.60760000,86433823.81193880,0,2025-08-11T01:00:00.000Z,2025-08-11T01:59:59.999Z
1754877600000,119988.00000000,121894.64000000,119937.59000000,121876.00000000,3889.63895000,1754881199999,470842231.75934390,477080,2200.99918000,266238595.82605380,0,2025-08-11T02:00:00.000Z,2025-08-11T02:59:59.999Z
1754881200000,121875.99000000,122164.07000000,121559.11000000,121728.99000000,1733.48981000,1754884799999,211148839.73141930,208369,795.82803000,96943694.47411600,0,2025-08-11T03:00:00.000Z,2025-08-11T03:59:59.999Z
1754884800000,121729.00000000,122175.88000000,121623.14000000,122080.00000000,1318.04919000,1754888399999,160567157.08123450,157224,595.17661000,72517100.58606640,0,2025-08-11T04:00:00.000Z,2025-08-11T04:59:59.999Z
1754888400000,122080.00000000,122335.16000000,121823.24000000,122059.34000000,960.54030000,1754891999999,117244704.87114250,151344,507.06788000,61902061.31371620,0,2025-08-11T05:00:00.000Z,2025-08-11T05:59:59.999Z
1754892000000,122059.34000000,122332.98000000,121954.79000000,122300.63000000,842.93970000,1754895599999,102968206.68397660,111369,461.66509000,56394338.72754170,0,2025-08-11T06:00:00.000Z,2025-08-11T06:59:59.999Z
1754895600000,122300.64000000,122313.00000000,121466.08000000,121537.15000000,1158.35871000,1754899199999,141112634.29383920,151403,431.73461000,52599930.98076530,0,2025-08-11T07:00:00.000Z,2025-08-11T07:59:59.999Z
1754899200000,121537.14000000,121823.00000000,121207.34000000,121679.13000000,889.12137000,1754902799999,108077013.76305880,127328,441.87427000,53721036.39930240,0,2025-08-11T08:00:00.000Z,2025-08-11T08:59:59.999Z
1754902800000,121679.13000000,121704.78000000,121080.00000000,121439.75000000,793.97438000,1754906399999,96378861.24710180,103014,367.81818000,44646012.82554320,0,2025-08-11T09:00:00.000Z,2025-08-11T09:59:59.999Z
